ticker,company_name,exchange,sector_detail,industry_group,year,quarter,absolute_quarter,current_market_cap,avg_volume_3m,current_shares_outstanding,quarter_market_cap,quarter_shares_outstanding,qmj_profitability,qmj_growth,qmj_safety,qmj_score,qmj_rank,z_value_historical,z_momentum_historical,value_raw_score,momentum_raw_score,value_recent_score,momentum_recent_score,z_value_recent,z_momentum_recent,gold_updated_at,gold_invocation_id
OGC,Công ty Cổ phần Tập đoàn Đại Dương,HSX,Tài chính đặc biệt,Dịch vụ tài chính,2023,3,8095,924000000000.0,445889.0,300000000.0,1833000000000.0000,300000000.0000,1.288,0.827,-1.098,0.503,65,-1.551,-1.632,0.2390000000000000,-0.436000000000000000,0.838,-0.268000000000000000,0.233,-1.466,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,HSX,Nước,"Điện, nước & xăng dầu khí đốt",2023,3,8095,9500917420800.0,217847.0,219928644.0,8912904000000.0000,192920000.0000,1.329,0.257,-0.608,0.484,66,-0.973,0.144,0.4780000000000000,-0.002000000000000000,0.631,-0.047000000000000000,-0.376,-0.526,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,HSX,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2023,3,8095,20658608312900.0,5771750.0,1267399283.0,7159522464760.0000,927399283.0000,1.125,1.434,-1.617,0.465,67,-0.145,-1.375,0.7160000000000000,-0.282000000000000000,0.644,0.329000000000000000,-0.304,1.033,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DDV,Công ty Cổ phần DAP - Vinachem,UPCOM,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2023,3,8095,3842690370000.0,1960955.0,146109900.0,1607208900000.0000,146109900.0000,-0.068,0.181,0.757,0.446,68,0.749,-1.498,1.0730000000000000,-0.338000000000000000,0.553,0.356000000000000000,-0.65,1.084,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,HSX,Bất động sản,Bất động sản,2023,3,8095,6390243496000.0,2646798.0,629580640.0,3664163005950.0000,251832509.0000,0.719,0.447,-0.356,0.427,69,0.736,0.072,1.0710000000000000,-0.018000000000000000,1.188,-0.121000000000000000,0.865,-1.043,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VGI,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,UPCOM,Viễn thông di động,Viễn thông,2023,3,8095,281856917120000.0,1161666.0,3043811200.0,70312038720000.0000,3043811200.0000,0.556,0.219,0.03,0.408,70,-1.157,-0.851,0.4200000000000000,-0.155000000000000000,0.146,0.441000000000000000,-1.652,1.239,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,HSX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2023,3,8095,19660147500000.0,1352811.0,448350000.0,20803440000000.0000,448350000.0000,0.597,0.618,-0.475,0.389,71,-1.196,-0.297,0.3750000000000000,-0.067000000000000000,0.42,0.118000000000000000,-0.996,0.413,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,HSX,Hàng May mặc,Hàng cá nhân & Gia dụng,2023,3,8095,1510313600600.0,16240.0,36002708.0,1134085302000.0000,36002708.0000,0.529,0.903,-0.727,0.37,72,-0.066,-0.205,0.7790000000000000,-0.056000000000000000,0.705,0.109000000000000000,-0.173,0.403,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SGP,Công ty Cổ phần Cảng Sài Gòn,UPCOM,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2023,3,8095,5255967552300.0,131235.0,216294961.0,4217751739500.0000,216294961.0000,0.881,0.276,-0.579,0.351,73,-0.605,1.099,0.6050000000000000,0.154000000000000000,0.59,0.000000000000000000,-0.531,-0.237,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CEO,Công ty Cổ phần Tập đoàn C.E.O,HNX,Bất động sản,Bất động sản,2023,3,8095,9702814882500.0,11649833.0,567416075.0,10962657588000.0000,514678760.0000,0.176,0.58,-0.223,0.332,74,-1.407,0.822,0.3000000000000000,0.105000000000000000,0.618,0.296000000000000000,-0.411,0.95,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BFC,Công ty Cổ phần Phân bón Bình Điền,HSX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2023,3,8095,3550132365300.0,286428.0,57167993.0,1080475067700.0000,57167993.0000,0.99,-0.123,-0.371,0.313,75,0.434,-0.964,0.9470000000000000,-0.174000000000000000,0.435,0.402000000000000000,-0.96,1.188,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,HSX,Hàng May mặc,Hàng cá nhân & Gia dụng,2023,3,8095,2571289427250.0,1396276.0,112038755.0,3904759159050.0000,81946677.0000,0.637,-0.996,0.846,0.294,76,-0.868,0.976,0.5040000000000000,0.135000000000000000,0.96,-0.200000000000000000,0.423,-1.332,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
FOC,Công ty Cổ phần Dịch vụ Trực tuyến FPT,UPCOM,Dịch vụ truyền thông,Truyền thông,2023,3,8095,1243342170000.0,20147.0,18419884.0,1445960894000.0000,18419884.0000,0.515,-1.679,1.587,0.275,77,-0.907,-1.488,0.4960000000000000,-0.324000000000000000,0.629,-0.056000000000000000,-0.399,-0.588,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
LSS,Công ty Cổ phần Mía đường Lam Sơn,HSX,Thực phẩm,Thực phẩm và đồ uống,2023,3,8095,764325766080.0,116591.0,90026592.0,913212914250.0000,74547993.0000,0.0,-0.236,0.623,0.256,78,1.407,1.551,1.7650000000000000,0.398000000000000000,2.336,-0.104000000000000000,1.64,-0.888,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PTB,Công ty Cổ phần Phú Tài,HSX,Lâm sản và Chế biến gỗ,Tài nguyên Cơ bản,2023,3,8095,4000238983200.0,172335.0,80326084.0,3902508894900.0000,66938403.0000,1.193,-0.806,-0.03,0.237,79,-0.158,0.74,0.7040000000000000,0.081000000000000000,0.806,-0.023000000000000000,0.125,-0.341,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
KHP,Công ty Cổ phần Điện lực Khánh Hòa,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,621880483800.0,18962.0,60376746.0,559017626830.0000,58905967.0000,-0.176,1.491,-1.038,0.218,80,0.933,0.37,1.1410000000000000,0.025000000000000000,1.071,0.081000000000000000,0.578,0.289,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VC7,Công ty Cổ phần Tập đoàn BGI,HNX,Xây dựng,Xây dựng và Vật liệu,2023,3,8095,749506336800.0,156145.0,96090556.0,1081018755000.0000,48045278.0000,-0.502,0.675,0.074,0.199,81,-0.96,1.715,0.4800000000000000,1.832000000000000000,1.332,0.000000000000000000,1.055,-0.237,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,HNX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2023,3,8095,1809865478400.0,870188.0,80797566.0,2730957730800.0000,80797566.0000,0.583,0.143,-0.504,0.18,82,-1.012,1.479,0.4620000000000000,0.319000000000000000,0.641,-0.021000000000000000,-0.316,-0.33,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DXP,Công ty Cổ phần Cảng Đoạn Xá,HNX,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2023,3,8095,856714901900.0,585172.0,59910133.0,702589908600.0000,54464334.0000,-0.447,-0.464,1.128,0.161,83,0.092,0.298,0.8140000000000000,0.016000000000000000,1.084,0.385000000000000000,0.626,1.157,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HAP,Công ty Cổ phần Tập Đoàn Hapaco,HSX,Sản xuất giấy,Tài nguyên Cơ bản,2023,3,8095,792128036280.0,54883.0,110942302.0,549164394900.0000,110942302.0000,-0.407,-0.161,0.771,0.142,84,1.617,-1.262,2.2520000000000000,-0.250000000000000000,1.396,0.574000000000000000,1.127,1.394,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,HSX,Thiết bị và Dịch vụ Dầu khí,Dầu khí,2023,3,8095,17454632188400.0,7998874.0,555880006.0,14341704154800.0000,555880006.0000,-0.488,0.409,0.267,0.123,85,0.565,1.499,0.9670000000000000,0.335000000000000000,0.935,0.949000000000000000,0.388,1.57,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,HSX,Hàng điện & điện tử,Hàng & Dịch vụ Công nghiệp,2023,3,8095,1599783177600.0,748216.0,69707328.0,1303531381350.0000,46471707.0000,1.112,-0.502,-0.43,0.104,86,-0.184,-0.954,0.6940000000000000,-0.170000000000000000,0.593,-0.145000000000000000,-0.495,-1.177,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
ELC,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,HSX,Thiết bị viễn thông,Công nghệ Thông tin,2023,3,8095,1964427182550.0,919615.0,110051943.0,1366608099750.0000,58778843.0000,-0.569,-0.407,1.038,0.085,87,-0.355,1.694,0.6510000000000000,1.129000000000000000,0.682,-0.142000000000000000,-0.221,-1.156,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
FMC,Công ty Cổ phần Thực phẩm Sao Ta,HSX,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2023,3,8095,2514202782050.0,110655.0,65388889.0,3027505560700.0000,65388889.0000,-0.041,-0.085,0.163,0.066,88,-0.434,0.432,0.6370000000000000,0.035000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PVP,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,HSX,Dịch vụ vận tải,Hàng & Dịch vụ Công nghiệp,2023,3,8095,1866644136000.0,847722.0,103702452.0,1357560403200.0000,94275028.0000,0.122,0.029,-0.148,0.047,89,1.039,1.13,1.2510000000000000,0.164000000000000000,1.293,0.065000000000000000,1.02,0.186,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,HNX,Thiết bị và Dịch vụ Dầu khí,Dầu khí,2023,3,8095,19485105771900.0,9117557.0,511420099.0,18449498794000.0000,477966290.0000,-1.017,0.01,1.009,0.028,90,-0.276,1.612,0.6720000000000000,0.551000000000000000,0.783,0.561000000000000000,0.078,1.353,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CRC,Công ty Cổ phần Create Capital Việt Nam,HSX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2023,3,8095,997644289400.0,2551888.0,106699924.0,171000000000.0000,30000000.0000,-0.014,0.409,-0.401,0.009,91,1.591,0.493,2.2050000000000000,0.047000000000000000,0.814,0.251000000000000000,0.161,0.775,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,HSX,Hàng không,Du lịch và Giải trí,2023,3,8095,70475434479150.0,1482974.0,3111498211.0,26240570961900.0000,2214394174.0000,-0.136,1.567,-1.676,-0.009,92,-1.722,-0.194,-0.4120000000000000,-0.055000000000000000,0.087,-0.277000000000000000,-1.711,-1.487,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần,UPCOM,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2023,3,8095,2628900000000.0,22786.0,127000000.0,1701800000000.0000,127000000.0000,-0.678,-0.142,0.564,-0.028,93,0.486,-1.406,0.9600000000000000,-0.297000000000000000,0.589,0.457000000000000000,-0.543,1.249,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
GEX,Công ty Cổ phần Tập đoàn Gelex,HSX,Thiết bị điện,Hàng & Dịch vụ Công nghiệp,2023,3,8095,35915478130400.0,9116064.0,902398948.0,17711112494400.0000,851495793.0000,0.217,0.77,-1.246,-0.047,94,-0.25,1.468,0.6760000000000000,0.286000000000000000,0.487,0.297000000000000000,-0.781,0.96,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DPR,Công ty Cổ phần Cao su Đồng Phú,HSX,"Nhựa, cao su & sợi",Hóa chất,2023,3,8095,3566667508600.0,808040.0,86885932.0,2736906858000.0000,86885932.0000,-0.108,-0.749,0.579,-0.066,95,0.289,0.257,0.8660000000000000,0.006000000000000000,0.728,0.077000000000000000,-0.078,0.269,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VSC,Công ty Cổ phần Container Việt Nam,HSX,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2023,3,8095,8311022036400.0,8396681.0,374370362.0,3828454925400.0000,133395642.0000,0.163,-0.388,-0.059,-0.085,96,-0.223,-0.626,0.6880000000000000,-0.112000000000000000,0.581,0.293000000000000000,-0.578,0.94,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
LHG,Công ty Cổ phần Long Hậu,HSX,Bất động sản,Bất động sản,2023,3,8095,1425342285000.0,99091.0,50012010.0,1672901734500.0000,50012010.0000,0.271,-1.034,0.475,-0.104,97,0.447,0.462,0.9470000000000000,0.042000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HND,Công ty Cổ phần Nhiệt điện Hải Phòng,UPCOM,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,5300000000000.0,29681.0,500000000.0,7100000000000.0000,500000000.0000,0.366,-1.66,0.994,-0.123,98,0.342,-0.605,0.8900000000000000,-0.107000000000000000,1.122,0.000000000000000000,0.745,-0.237,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,HSX,Sản xuất ô tô,Ô tô và phụ tùng,2023,3,8095,5745413374400.0,2724010.0,431985968.0,2180169277640.0000,347160713.0000,0.068,-1.319,0.905,-0.142,99,1.472,1.458,1.9070000000000000,0.285000000000000000,1.484,0.090000000000000000,1.222,0.351,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BKC,,,,,2023,3,8095,,,,84511641600.0000,11737728.0000,-0.298,0.922,-1.009,-0.161,100,1.578,-0.431,2.1240000000000000,-0.081000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,HNX,Bất động sản,Bất động sản,2023,3,8095,1277800953000.0,768338.0,193606205.0,1777665498500.0000,176006485.0000,-0.827,0.466,-0.119,-0.18,101,0.986,0.031,1.2050000000000000,-0.025000000000000000,1.546,0.075000000000000000,1.318,0.248,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,HSX,Lốp xe,Ô tô và phụ tùng,2023,3,8095,1274590722600.0,279098.0,103625262.0,1305678301200.0000,103625262.0000,0.325,-0.578,-0.237,-0.199,102,0.618,-0.739,1.0020000000000000,-0.128000000000000000,1.075,0.140000000000000000,0.602,0.496,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PGV,Tổng Công ty Phát điện 3 - Công ty Cổ phần,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,27019406506300.0,52433.0,1123468046.0,29097822391400.0000,1123468046.0000,0.23,-0.066,-0.757,-0.218,103,-0.552,1.273,0.6150000000000000,0.226000000000000000,0.639,0.316000000000000000,-0.352,0.991,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,39268424806400.0,17641898.0,3067845688.0,27165710560000.0000,2341871600.0000,-0.624,-0.426,0.445,-0.237,104,0.947,0.267,1.1430000000000000,0.012000000000000000,0.861,0.083000000000000000,0.304,0.3,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,HNX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,7783549215000.0,14111.0,682767475.0,7237335235000.0000,682767475.0000,-0.203,-0.673,0.223,-0.256,105,0.96,0.555,1.1600000000000000,0.058000000000000000,1.115,-0.125000000000000000,0.733,-1.074,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HSX,Sản xuất ô tô,Ô tô và phụ tùng,2023,3,8095,1101256730250.0,449698.0,107439681.0,1348913475000.0000,89927565.0000,0.542,-0.54,-0.668,-0.275,106,0.118,-1.252,0.8200000000000000,-0.248000000000000000,0.97,-0.303000000000000000,0.447,-1.538,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CTF,Công ty Cổ phần City Auto,HSX,Sản xuất ô tô,Ô tô và phụ tùng,2023,3,8095,1779161777400.0,308922.0,95653859.0,2610062301300.0000,79818419.0000,-1.18,0.523,-0.045,-0.294,107,-1.262,1.54,0.3470000000000000,0.361000000000000000,0.562,-0.105000000000000000,-0.626,-0.908,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,UPCOM,Xây dựng,Xây dựng và Vật liệu,2023,3,8095,2599233280000.0,61684.0,58018600.0,580186000000.0000,58018600.0000,-1.152,-0.312,0.742,-0.313,108,0.684,-1.621,1.0340000000000000,-0.431000000000000000,0.28,3.470000000000000000,-1.353,1.714,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,HSX,Bất động sản,Bất động sản,2023,3,8095,15961911420000.0,9162964.0,912109224.0,7751303778800.0000,668215843.0000,0.461,-1.072,-0.193,-0.332,109,0.789,1.366,1.0930000000000000,0.240000000000000000,0.731,-0.062000000000000000,-0.066,-0.65,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CTD,Công ty Cổ phần Xây dựng Coteccons,HSX,Xây dựng,Xây dựng và Vật liệu,2023,3,8095,9751176972800.0,894686.0,111825424.0,4742559168200.0000,99216719.0000,-0.786,-0.635,0.608,-0.351,110,1.394,0.534,1.7370000000000000,0.057000000000000000,1.063,0.099000000000000000,0.554,0.382,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,7139325519200.0,1294306.0,287876029.0,7052962710500.0000,287876029.0000,-0.38,-1.3,0.86,-0.37,111,-0.381,0.155,0.6470000000000000,0.000000000000000000,0.639,0.542000000000000000,-0.34,1.342,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,HSX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2023,3,8095,1393063338250.0,28700.0,31129907.0,959640052800.0000,22957896.0000,0.353,-1.224,0.045,-0.389,112,-0.289,-0.687,0.6700000000000000,-0.124000000000000000,0.567,-0.184000000000000000,-0.602,-1.27,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NLG,Công ty Cổ phần Đầu tư Nam Long,HSX,Bất động sản,Bất động sản,2023,3,8095,13412942639950.0,3563698.0,485097383.0,13442810500000.0000,384080300.0000,-0.163,0.086,-0.771,-0.408,113,-0.302,1.304,0.6650000000000000,0.231000000000000000,0.888,0.027000000000000000,0.316,-0.062,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,HSX,Xây dựng,Xây dựng và Vật liệu,2023,3,8095,5247478998000.0,744662.0,118587096.0,2343583408800.0000,62999554.0000,0.841,-0.293,-1.409,-0.427,114,-0.105,0.955,0.7350000000000000,0.130000000000000000,0.434,-0.202000000000000000,-0.972,-1.342,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,HSX,Xây dựng,Xây dựng và Vật liệu,2023,3,8095,1385999934000.0,705196.0,62999997.0,813779955450.0000,54799997.0000,0.203,0.295,-1.424,-0.446,115,1.131,0.883,1.3880000000000000,0.112000000000000000,1.108,0.207000000000000000,0.721,0.671,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HDC,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,HSX,Bất động sản,Bất động sản,2023,3,8095,3735410477700.0,3069493.0,199754571.0,4161230334800.0000,135104881.0000,0.773,-0.825,-0.994,-0.465,116,-1.025,-0.102,0.4500000000000000,-0.044000000000000000,0.753,-0.209000000000000000,0.03,-1.373,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,HSX,Lâm sản và Chế biến gỗ,Tài nguyên Cơ bản,2023,3,8095,1023184328400.0,806713.0,393532434.0,1798443465590.0000,393532487.0000,-1.139,0.979,-0.935,-0.484,117,-1.42,-1.046,0.2990000000000000,-0.199000000000000000,0.342,0.052000000000000000,-1.21,0.103,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,HSX,Bất động sản,Bất động sản,2023,3,8095,640000000000.0,83381.0,50000000.0,439000000000.0000,50000000.0000,-1.098,-0.274,0.252,-0.503,118,1.604,0.545,2.2120000000000000,0.057000000000000000,1.538,0.047000000000000000,1.282,0.072,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
